Problem,Order,High,Phigh,Low,Medium,Choice
59.0,51.0,27.5,0.7,9.2,21.9,0.0
40.0,52.0,5.0,0.9,-3.8,4.1,0.0
49.0,53.0,18.9,0.9,6.7,17.7,0.0
54.0,54.0,22.6,0.3,9.2,11.0,1.0
34.0,55.0,2.5,0.96,-2.0,2.3,1.0
44.0,56.0,20.7,0.9,9.1,19.8,0.0
5.0,57.0,-0.9,0.07,-4.8,-4.7,0.0
35.0,58.0,9.2,0.91,-0.7,8.2,0.0
31.0,59.0,0.9,0.2,-5.0,-5.3,1.0
55.0,60.0,6.4,0.09,0.5,1.5,0.0
8.2,,,,,,
26.0,1.0,8.9,0.1,-1.4,-0.9,1.0
14.0,2.0,-6.4,0.2,-22.4,-18.0,1.0
9.0,3.0,-5.6,0.1,-19.4,-18.1,1.0
36.0,4.0,2.9,0.98,-9.4,2.9,0.0
12.0,5.0,-7.2,0.05,-16.1,-15.6,1.0
20.0,6.0,-6.9,0.06,-20.5,-20.3,1.0
34.0,7.0,2.5,0.96,-2.0,2.3,0.0
28.0,8.0,3.3,0.91,-3.5,2.7,0.0
41.0,9.0,20.1,0.95,6.5,19.6,0.0
50.0,10.0,12.8,0.04,4.7,4.9,0.0
27.0,11.0,9.4,0.95,-6.3,8.5,0.0
8.0,12.0,-5.7,0.96,-20.6,-6.4,1.0
37.0,13.0,2.9,0.05,-6.5,-5.7,1.0
11.0,14.0,-5.8,0.97,-16.4,-6.6,1.0
3.0,15.0,-2.0,0.1,-11.2,-9.5,1.0
17.0,16.0,-2.2,0.92,-11.5,-3.4,1.0
6.0,17.0,-4.7,0.91,-18.1,-6.8,0.0
1.0,18.0,-8.7,0.06,-22.8,-21.4,1.0
35.0,19.0,9.2,0.91,-0.7,8.2,0.0
46.0,20.0,22.6,0.4,7.2,12.4,1.0
57.0,21.0,5.3,0.9,1.5,4.7,1.0
21.0,22.0,1.8,0.6,-4.1,1.7,0.0
40.0,23.0,5.0,0.9,-3.8,4.1,0.0
24.0,24.0,1.0,0.93,-7.1,0.6,0.0
19.0,25.0,-8.6,0.1,-26.5,-26.3,1.0
54.0,26.0,22.6,0.3,9.2,11.0,1.0
25.0,27.0,3.0,0.2,-1.3,-0.1,0.0
4.0,28.0,-1.4,0.02,-9.1,-9.0,1.0
49.0,29.0,18.9,0.9,6.7,17.7,0.0
60.0,30.0,4.4,0.2,0.7,1.1,1.0
32.0,31.0,9.9,0.05,-8.7,-7.6,1.0
2.0,32.0,-2.2,0.09,-9.6,-8.7,1.0
53.0,33.0,6.8,0.9,3.0,6.7,0.0
5.0,34.0,-0.9,0.07,-4.8,-4.7,1.0
47.0,35.0,23.4,0.93,7.6,22.1,1.0
22.0,36.0,9.0,0.97,-6.7,9.1,0.0
23.0,37.0,5.5,0.06,-3.4,-2.6,0.0
55.0,38.0,6.4,0.09,0.5,1.5,0.0
30.0,39.0,2.1,0.06,-9.4,-8.4,1.0
7.0,40.0,-9.7,0.06,-24.8,-24.2,1.0
43.0,41.0,12.0,0.5,2.4,9.0,0.0
31.0,42.0,0.9,0.2,-5.0,-5.3,1.0
51.0,43.0,19.1,0.03,4.8,5.2,1.0
18.0,44.0,-1.4,0.93,-4.7,-1.7,0.0
58.0,45.0,21.9,0.5,8.1,12.6,1.0
39.0,46.0,6.5,0.8,-4.8,6.2,0.0
33.0,47.0,7.7,0.02,-3.1,-3.0,1.0
38.0,48.0,7.8,0.99,-9.3,7.6,0.0
48.0,49.0,17.2,0.09,5.0,5.9,1.0
56.0,50.0,15.3,0.06,5.9,7.1,1.0
42.0,51.0,5.2,0.5,1.4,5.1,0.0
44.0,52.0,20.7,0.9,9.1,19.8,0.0
59.0,53.0,27.5,0.7,9.2,21.9,1.0
15.0,54.0,-3.3,0.97,-10.5,-3.2,0.0
10.0,55.0,-2.5,0.6,-5.5,-3.6,0.0
13.0,56.0,-1.8,0.93,-6.7,-2.0,0.0
29.0,57.0,5.0,0.4,-6.9,-3.8,1.0
45.0,58.0,8.4,0.07,1.2,1.6,1.0
52.0,59.0,12.3,0.91,1.3,12.1,0.0
16.0,60.0,-9.5,0.1,-24.5,-23.5,1.0
1.5,,,,,,
19.0,1.0,-8.6,0.1,-26.5,-26.3,1.0
3.0,2.0,-2.0,0.1,-11.2,-9.5,1.0
12.0,3.0,-7.2,0.05,-16.1,-15.6,1.0
42.0,4.0,5.2,0.5,1.4,5.1,1.0
30.0,5.0,2.1,0.06,-9.4,-8.4,1.0
33.0,6.0,7.7,0.02,-3.1,-3.0,1.0
43.0,7.0,12.0,0.5,2.4,9.0,0.0
51.0,8.0,19.1,0.03,4.8,5.2,0.0
50.0,9.0,12.8,0.04,4.7,4.9,0.0
28.0,10.0,3.3,0.91,-3.5,2.7,0.0
47.0,11.0,23.4,0.93,7.6,22.1,0.0
27.0,12.0,9.4,0.95,-6.3,8.5,0.0
1.0,13.0,-8.7,0.06,-22.8,-21.4,1.0
29.0,14.0,5.0,0.4,-6.9,-3.8,1.0
5.0,15.0,-0.9,0.07,-4.8,-4.7,1.0
39.0,16.0,6.5,0.8,-4.8,6.2,0.0
38.0,17.0,7.8,0.99,-9.3,7.6,0.0
60.0,18.0,4.4,0.2,0.7,1.1,1.0
7.0,19.0,-9.7,0.06,-24.8,-24.2,1.0
37.0,20.0,2.9,0.05,-6.5,-5.7,1.0
49.0,21.0,18.9,0.9,6.7,17.7,0.0
36.0,22.0,2.9,0.98,-9.4,2.9,0.0
24.0,23.0,1.0,0.93,-7.1,0.6,0.0
8.0,24.0,-5.7,0.96,-20.6,-6.4,1.0
18.0,25.0,-1.4,0.93,-4.7,-1.7,0.0
2.0,26.0,-2.2,0.09,-9.6,-8.7,1.0
13.0,27.0,-1.8,0.93,-6.7,-2.0,0.0
16.0,28.0,-9.5,0.1,-24.5,-23.5,1.0
45.0,29.0,8.4,0.07,1.2,1.6,1.0
15.0,30.0,-3.3,0.97,-10.5,-3.2,1.0
17.0,31.0,-2.2,0.92,-11.5,-3.4,1.0
48.0,32.0,17.2,0.09,5.0,5.9,1.0
58.0,33.0,21.9,0.5,8.1,12.6,0.0
14.0,34.0,-6.4,0.2,-22.4,-18.0,1.0
22.0,35.0,9.0,0.97,-6.7,9.1,0.0
52.0,36.0,12.3,0.91,1.3,12.1,0.0
23.0,37.0,5.5,0.06,-3.4,-2.6,0.0
4.0,38.0,-1.4,0.02,-9.1,-9.0,1.0
55.0,39.0,6.4,0.09,0.5,1.5,0.0
9.0,40.0,-5.6,0.1,-19.4,-18.1,0.0
54.0,41.0,22.6,0.3,9.2,11.0,0.0
59.0,42.0,27.5,0.7,9.2,21.9,1.0
41.0,43.0,20.1,0.95,6.5,19.6,0.0
32.0,44.0,9.9,0.05,-8.7,-7.6,0.0
53.0,45.0,6.8,0.9,3.0,6.7,0.0
34.0,46.0,2.5,0.96,-2.0,2.3,0.0
57.0,47.0,5.3,0.9,1.5,4.7,0.0
35.0,48.0,9.2,0.91,-0.7,8.2,0.0
56.0,49.0,15.3,0.06,5.9,7.1,0.0
31.0,50.0,0.9,0.2,-5.0,-5.3,1.0
25.0,51.0,3.0,0.2,-1.3,-0.1,0.0
46.0,52.0,22.6,0.4,7.2,12.4,0.0
44.0,53.0,20.7,0.9,9.1,19.8,0.0
20.0,54.0,-6.9,0.06,-20.5,-20.3,1.0
11.0,55.0,-5.8,0.97,-16.4,-6.6,1.0
40.0,56.0,5.0,0.9,-3.8,4.1,0.0
21.0,57.0,1.8,0.6,-4.1,1.7,0.0
10.0,58.0,-2.5,0.6,-5.5,-3.6,0.0
6.0,59.0,-4.7,0.91,-18.1,-6.8,1.0
26.0,60.0,8.9,0.1,-1.4,-0.9,0.0
-2.0,,,,,,
50.0,1.0,12.8,0.04,4.7,4.9,1.0
40.0,2.0,5.0,0.9,-3.8,4.1,0.0
46.0,3.0,22.6,0.4,7.2,12.4,1.0
31.0,4.0,0.9,0.2,-5.0,-5.3,1.0
19.0,5.0,-8.6,0.1,-26.5,-26.3,1.0
14.0,6.0,-6.4,0.2,-22.4,-18.0,1.0
44.0,7.0,20.7,0.9,9.1,19.8,0.0
24.0,8.0,1.0,0.93,-7.1,0.6,1.0
20.0,9.0,-6.9,0.06,-20.5,-20.3,1.0
16.0,10.0,-9.5,0.1,-24.5,-23.5,1.0
18.0,11.0,-1.4,0.93,-4.7,-1.7,1.0
56.0,12.0,15.3,0.06,5.9,7.1,0.0
22.0,13.0,9.0,0.97,-6.7,9.1,0.0
30.0,14.0,2.1,0.06,-9.4,-8.4,0.0
6.0,15.0,-4.7,0.91,-18.1,-6.8,1.0
47.0,16.0,23.4,0.93,7.6,22.1,0.0
2.0,17.0,-2.2,0.09,-9.6,-8.7,1.0
12.0,18.0,-7.2,0.05,-16.1,-15.6,1.0
21.0,19.0,1.8,0.6,-4.1,1.7,0.0
26.0,20.0,8.9,0.1,-1.4,-0.9,1.0
13.0,21.0,-1.8,0.93,-6.7,-2.0,1.0
41.0,22.0,20.1,0.95,6.5,19.6,0.0
54.0,23.0,22.6,0.3,9.2,11.0,1.0
33.0,24.0,7.7,0.02,-3.1,-3.0,1.0
53.0,25.0,6.8,0.9,3.0,6.7,0.0
11.0,26.0,-5.8,0.97,-16.4,-6.6,1.0
58.0,27.0,21.9,0.5,8.1,12.6,1.0
42.0,28.0,5.2,0.5,1.4,5.1,0.0
15.0,29.0,-3.3,0.97,-10.5,-3.2,0.0
45.0,30.0,8.4,0.07,1.2,1.6,1.0
7.0,31.0,-9.7,0.06,-24.8,-24.2,1.0
25.0,32.0,3.0,0.2,-1.3,-0.1,0.0
29.0,33.0,5.0,0.4,-6.9,-3.8,1.0
55.0,34.0,6.4,0.09,0.5,1.5,1.0
9.0,35.0,-5.6,0.1,-19.4,-18.1,1.0
36.0,36.0,2.9,0.98,-9.4,2.9,0.0
57.0,37.0,5.3,0.9,1.5,4.7,0.0
43.0,38.0,12.0,0.5,2.4,9.0,0.0
37.0,39.0,2.9,0.05,-6.5,-5.7,1.0
10.0,40.0,-2.5,0.6,-5.5,-3.6,1.0
38.0,41.0,7.8,0.99,-9.3,7.6,0.0
23.0,42.0,5.5,0.06,-3.4,-2.6,0.0
8.0,43.0,-5.7,0.96,-20.6,-6.4,0.0
49.0,44.0,18.9,0.9,6.7,17.7,0.0
52.0,45.0,12.3,0.91,1.3,12.1,0.0
3.0,46.0,-2.0,0.1,-11.2,-9.5,0.0
5.0,47.0,-0.9,0.07,-4.8,-4.7,1.0
59.0,48.0,27.5,0.7,9.2,21.9,1.0
32.0,49.0,9.9,0.05,-8.7,-7.6,1.0
35.0,50.0,9.2,0.91,-0.7,8.2,0.0
34.0,51.0,2.5,0.96,-2.0,2.3,0.0
51.0,52.0,19.1,0.03,4.8,5.2,1.0
4.0,53.0,-1.4,0.02,-9.1,-9.0,1.0
60.0,54.0,4.4,0.2,0.7,1.1,1.0
48.0,55.0,17.2,0.09,5.0,5.9,1.0
27.0,56.0,9.4,0.95,-6.3,8.5,0.0
1.0,57.0,-8.7,0.06,-22.8,-21.4,1.0
17.0,58.0,-2.2,0.92,-11.5,-3.4,1.0
39.0,59.0,6.5,0.8,-4.8,6.2,0.0
28.0,60.0,3.3,0.91,-3.5,2.7,0.0
-22.8,,,,,,
46.0,1.0,22.6,0.4,7.2,12.4,1.0
28.0,2.0,3.3,0.91,-3.5,2.7,0.0
26.0,3.0,8.9,0.1,-1.4,-0.9,1.0
36.0,4.0,2.9,0.98,-9.4,2.9,0.0
57.0,5.0,5.3,0.9,1.5,4.7,0.0
55.0,6.0,6.4,0.09,0.5,1.5,0.0
11.0,7.0,-5.8,0.97,-16.4,-6.6,0.0
17.0,8.0,-2.2,0.92,-11.5,-3.4,0.0
52.0,9.0,12.3,0.91,1.3,12.1,0.0
24.0,10.0,1.0,0.93,-7.1,0.6,0.0
6.0,11.0,-4.7,0.91,-18.1,-6.8,0.0
53.0,12.0,6.8,0.9,3.0,6.7,0.0
15.0,13.0,-3.3,0.97,-10.5,-3.2,0.0
50.0,14.0,12.8,0.04,4.7,4.9,1.0
40.0,15.0,5.0,0.9,-3.8,4.1,0.0
7.0,16.0,-9.7,0.06,-24.8,-24.2,1.0
44.0,17.0,20.7,0.9,9.1,19.8,1.0
20.0,18.0,-6.9,0.06,-20.5,-20.3,1.0
31.0,19.0,0.9,0.2,-5.0,-5.3,1.0
14.0,20.0,-6.4,0.2,-22.4,-18.0,1.0
10.0,21.0,-2.5,0.6,-5.5,-3.6,0.0
8.0,22.0,-5.7,0.96,-20.6,-6.4,0.0
59.0,23.0,27.5,0.7,9.2,21.9,0.0
13.0,24.0,-1.8,0.93,-6.7,-2.0,0.0
56.0,25.0,15.3,0.06,5.9,7.1,0.0
54.0,26.0,22.6,0.3,9.2,11.0,1.0
29.0,27.0,5.0,0.4,-6.9,-3.8,1.0
34.0,28.0,2.5,0.96,-2.0,2.3,1.0
58.0,29.0,21.9,0.5,8.1,12.6,1.0
25.0,30.0,3.0,0.2,-1.3,-0.1,1.0
27.0,31.0,9.4,0.95,-6.3,8.5,0.0
4.0,32.0,-1.4,0.02,-9.1,-9.0,1.0
37.0,33.0,2.9,0.05,-6.5,-5.7,1.0
19.0,34.0,-8.6,0.1,-26.5,-26.3,1.0
35.0,35.0,9.2,0.91,-0.7,8.2,0.0
38.0,36.0,7.8,0.99,-9.3,7.6,0.0
23.0,37.0,5.5,0.06,-3.4,-2.6,0.0
33.0,38.0,7.7,0.02,-3.1,-3.0,1.0
51.0,39.0,19.1,0.03,4.8,5.2,0.0
41.0,40.0,20.1,0.95,6.5,19.6,0.0
32.0,41.0,9.9,0.05,-8.7,-7.6,0.0
22.0,42.0,9.0,0.97,-6.7,9.1,0.0
49.0,43.0,18.9,0.9,6.7,17.7,0.0
16.0,44.0,-9.5,0.1,-24.5,-23.5,0.0
39.0,45.0,6.5,0.8,-4.8,6.2,0.0
2.0,46.0,-2.2,0.09,-9.6,-8.7,0.0
3.0,47.0,-2.0,0.1,-11.2,-9.5,0.0
9.0,48.0,-5.6,0.1,-19.4,-18.1,1.0
1.0,49.0,-8.7,0.06,-22.8,-21.4,1.0
18.0,50.0,-1.4,0.93,-4.7,-1.7,1.0
47.0,51.0,23.4,0.93,7.6,22.1,0.0
5.0,52.0,-0.9,0.07,-4.8,-4.7,0.0
43.0,53.0,12.0,0.5,2.4,9.0,0.0
48.0,54.0,17.2,0.09,5.0,5.9,1.0
21.0,55.0,1.8,0.6,-4.1,1.7,0.0
42.0,56.0,5.2,0.5,1.4,5.1,0.0
30.0,57.0,2.1,0.06,-9.4,-8.4,0.0
60.0,58.0,4.4,0.2,0.7,1.1,1.0
45.0,59.0,8.4,0.07,1.2,1.6,1.0
12.0,60.0,-7.2,0.05,-16.1,-15.6,0.0
9.1,,,,,,
4.0,1.0,-1.4,0.02,-9.1,-9.0,1.0
51.0,2.0,19.1,0.03,4.8,5.2,1.0
2.0,3.0,-2.2,0.09,-9.6,-8.7,1.0
24.0,4.0,1.0,0.93,-7.1,0.6,0.0
46.0,5.0,22.6,0.4,7.2,12.4,1.0
57.0,6.0,5.3,0.9,1.5,4.7,0.0
44.0,7.0,20.7,0.9,9.1,19.8,0.0
19.0,8.0,-8.6,0.1,-26.5,-26.3,1.0
22.0,9.0,9.0,0.97,-6.7,9.1,0.0
43.0,10.0,12.0,0.5,2.4,9.0,0.0
59.0,11.0,27.5,0.7,9.2,21.9,0.0
60.0,12.0,4.4,0.2,0.7,1.1,1.0
1.0,13.0,-8.7,0.06,-22.8,-21.4,0.0
37.0,14.0,2.9,0.05,-6.5,-5.7,1.0
16.0,15.0,-9.5,0.1,-24.5,-23.5,1.0
35.0,16.0,9.2,0.91,-0.7,8.2,0.0
11.0,17.0,-5.8,0.97,-16.4,-6.6,0.0
7.0,18.0,-9.7,0.06,-24.8,-24.2,1.0
13.0,19.0,-1.8,0.93,-6.7,-2.0,0.0
6.0,20.0,-4.7,0.91,-18.1,-6.8,0.0
25.0,21.0,3.0,0.2,-1.3,-0.1,1.0
41.0,22.0,20.1,0.95,6.5,19.6,0.0
33.0,23.0,7.7,0.02,-3.1,-3.0,1.0
55.0,24.0,6.4,0.09,0.5,1.5,0.0
32.0,25.0,9.9,0.05,-8.7,-7.6,1.0
12.0,26.0,-7.2,0.05,-16.1,-15.6,1.0
17.0,27.0,-2.2,0.92,-11.5,-3.4,0.0
53.0,28.0,6.8,0.9,3.0,6.7,0.0
20.0,29.0,-6.9,0.06,-20.5,-20.3,1.0
50.0,30.0,12.8,0.04,4.7,4.9,0.0
42.0,31.0,5.2,0.5,1.4,5.1,0.0
38.0,32.0,7.8,0.99,-9.3,7.6,0.0
5.0,33.0,-0.9,0.07,-4.8,-4.7,1.0
49.0,34.0,18.9,0.9,6.7,17.7,0.0
9.0,35.0,-5.6,0.1,-19.4,-18.1,1.0
30.0,36.0,2.1,0.06,-9.4,-8.4,1.0
28.0,37.0,3.3,0.91,-3.5,2.7,0.0
10.0,38.0,-2.5,0.6,-5.5,-3.6,0.0
14.0,39.0,-6.4,0.2,-22.4,-18.0,1.0
45.0,40.0,8.4,0.07,1.2,1.6,1.0
18.0,41.0,-1.4,0.93,-4.7,-1.7,0.0
8.0,42.0,-5.7,0.96,-20.6,-6.4,0.0
39.0,43.0,6.5,0.8,-4.8,6.2,0.0
23.0,44.0,5.5,0.06,-3.4,-2.6,1.0
21.0,45.0,1.8,0.6,-4.1,1.7,0.0
58.0,46.0,21.9,0.5,8.1,12.6,1.0
54.0,47.0,22.6,0.3,9.2,11.0,1.0
52.0,48.0,12.3,0.91,1.3,12.1,0.0
15.0,49.0,-3.3,0.97,-10.5,-3.2,0.0
34.0,50.0,2.5,0.96,-2.0,2.3,0.0
36.0,51.0,2.9,0.98,-9.4,2.9,0.0
48.0,52.0,17.2,0.09,5.0,5.9,1.0
26.0,53.0,8.9,0.1,-1.4,-0.9,1.0
27.0,54.0,9.4,0.95,-6.3,8.5,0.0
31.0,55.0,0.9,0.2,-5.0,-5.3,1.0
29.0,56.0,5.0,0.4,-6.9,-3.8,1.0
3.0,57.0,-2.0,0.1,-11.2,-9.5,1.0
56.0,58.0,15.3,0.06,5.9,7.1,1.0
40.0,59.0,5.0,0.9,-3.8,4.1,0.0
47.0,60.0,23.4,0.93,7.6,22.1,0.0
19.8,,,,,,
57.0,1.0,5.3,0.9,1.5,4.7,1.0
27.0,2.0,9.4,0.95,-6.3,8.5,1.0
42.0,3.0,5.2,0.5,1.4,5.1,0.0
2.0,4.0,-2.2,0.09,-9.6,-8.7,1.0
20.0,5.0,-6.9,0.06,-20.5,-20.3,1.0
19.0,6.0,-8.6,0.1,-26.5,-26.3,1.0
25.0,7.0,3.0,0.2,-1.3,-0.1,0.0
47.0,8.0,23.4,0.93,7.6,22.1,0.0
7.0,9.0,-9.7,0.06,-24.8,-24.2,1.0
6.0,10.0,-4.7,0.91,-18.1,-6.8,1.0
34.0,11.0,2.5,0.96,-2.0,2.3,0.0
10.0,12.0,-2.5,0.6,-5.5,-3.6,0.0
60.0,13.0,4.4,0.2,0.7,1.1,1.0
3.0,14.0,-2.0,0.1,-11.2,-9.5,0.0
45.0,15.0,8.4,0.07,1.2,1.6,1.0
56.0,16.0,15.3,0.06,5.9,7.1,0.0
44.0,17.0,20.7,0.9,9.1,19.8,0.0
5.0,18.0,-0.9,0.07,-4.8,-4.7,1.0
1.0,19.0,-8.7,0.06,-22.8,-21.4,1.0
15.0,20.0,-3.3,0.97,-10.5,-3.2,0.0
33.0,21.0,7.7,0.02,-3.1,-3.0,0.0
36.0,22.0,2.9,0.98,-9.4,2.9,0.0
31.0,23.0,0.9,0.2,-5.0,-5.3,1.0
13.0,24.0,-1.8,0.93,-6.7,-2.0,1.0
9.0,25.0,-5.6,0.1,-19.4,-18.1,0.0
18.0,26.0,-1.4,0.93,-4.7,-1.7,0.0
53.0,27.0,6.8,0.9,3.0,6.7,0.0
39.0,28.0,6.5,0.8,-4.8,6.2,0.0
17.0,29.0,-2.2,0.92,-11.5,-3.4,0.0
16.0,30.0,-9.5,0.1,-24.5,-23.5,1.0
46.0,31.0,22.6,0.4,7.2,12.4,1.0
21.0,32.0,1.8,0.6,-4.1,1.7,0.0
28.0,33.0,3.3,0.91,-3.5,2.7,0.0
26.0,34.0,8.9,0.1,-1.4,-0.9,1.0
14.0,35.0,-6.4,0.2,-22.4,-18.0,0.0
51.0,36.0,19.1,0.03,4.8,5.2,0.0
35.0,37.0,9.2,0.91,-0.7,8.2,0.0
8.0,38.0,-5.7,0.96,-20.6,-6.4,0.0
32.0,39.0,9.9,0.05,-8.7,-7.6,0.0
43.0,40.0,12.0,0.5,2.4,9.0,0.0
4.0,41.0,-1.4,0.02,-9.1,-9.0,0.0
59.0,42.0,27.5,0.7,9.2,21.9,1.0
23.0,43.0,5.5,0.06,-3.4,-2.6,0.0
52.0,44.0,12.3,0.91,1.3,12.1,0.0
54.0,45.0,22.6,0.3,9.2,11.0,1.0
37.0,46.0,2.9,0.05,-6.5,-5.7,0.0
24.0,47.0,1.0,0.93,-7.1,0.6,1.0
55.0,48.0,6.4,0.09,0.5,1.5,0.0
29.0,49.0,5.0,0.4,-6.9,-3.8,1.0
41.0,50.0,20.1,0.95,6.5,19.6,0.0
30.0,51.0,2.1,0.06,-9.4,-8.4,0.0
11.0,52.0,-5.8,0.97,-16.4,-6.6,0.0
22.0,53.0,9.0,0.97,-6.7,9.1,0.0
48.0,54.0,17.2,0.09,5.0,5.9,1.0
38.0,55.0,7.8,0.99,-9.3,7.6,0.0
12.0,56.0,-7.2,0.05,-16.1,-15.6,0.0
50.0,57.0,12.8,0.04,4.7,4.9,0.0
49.0,58.0,18.9,0.9,6.7,17.7,0.0
40.0,59.0,5.0,0.9,-3.8,4.1,0.0
58.0,60.0,21.9,0.5,8.1,12.6,1.0
9.4,,,,,,
6.0,1.0,-4.7,0.91,-18.1,-6.8,1.0
30.0,2.0,2.1,0.06,-9.4,-8.4,0.0
24.0,3.0,1.0,0.93,-7.1,0.6,1.0
33.0,4.0,7.7,0.02,-3.1,-3.0,1.0
32.0,5.0,9.9,0.05,-8.7,-7.6,0.0
46.0,6.0,22.6,0.4,7.2,12.4,1.0
4.0,7.0,-1.4,0.02,-9.1,-9.0,0.0
10.0,8.0,-2.5,0.6,-5.5,-3.6,0.0
52.0,9.0,12.3,0.91,1.3,12.1,1.0
15.0,10.0,-3.3,0.97,-10.5,-3.2,0.0
19.0,11.0,-8.6,0.1,-26.5,-26.3,1.0
53.0,12.0,6.8,0.9,3.0,6.7,0.0
39.0,13.0,6.5,0.8,-4.8,6.2,0.0
14.0,14.0,-6.4,0.2,-22.4,-18.0,1.0
21.0,15.0,1.8,0.6,-4.1,1.7,0.0
47.0,16.0,23.4,0.93,7.6,22.1,1.0
8.0,17.0,-5.7,0.96,-20.6,-6.4,1.0
45.0,18.0,8.4,0.07,1.2,1.6,0.0
23.0,19.0,5.5,0.06,-3.4,-2.6,0.0
28.0,20.0,3.3,0.91,-3.5,2.7,1.0
2.0,21.0,-2.2,0.09,-9.6,-8.7,0.0
41.0,22.0,20.1,0.95,6.5,19.6,1.0
36.0,23.0,2.9,0.98,-9.4,2.9,0.0
3.0,24.0,-2.0,0.1,-11.2,-9.5,0.0
18.0,25.0,-1.4,0.93,-4.7,-1.7,1.0
25.0,26.0,3.0,0.2,-1.3,-0.1,0.0
50.0,27.0,12.8,0.04,4.7,4.9,1.0
9.0,28.0,-5.6,0.1,-19.4,-18.1,1.0
29.0,29.0,5.0,0.4,-6.9,-3.8,0.0
48.0,30.0,17.2,0.09,5.0,5.9,1.0
13.0,31.0,-1.8,0.93,-6.7,-2.0,0.0
51.0,32.0,19.1,0.03,4.8,5.2,1.0
54.0,33.0,22.6,0.3,9.2,11.0,1.0
27.0,34.0,9.4,0.95,-6.3,8.5,0.0
42.0,35.0,5.2,0.5,1.4,5.1,0.0
43.0,36.0,12.0,0.5,2.4,9.0,0.0
17.0,37.0,-2.2,0.92,-11.5,-3.4,0.0
1.0,38.0,-8.7,0.06,-22.8,-21.4,1.0
37.0,39.0,2.9,0.05,-6.5,-5.7,1.0
49.0,40.0,18.9,0.9,6.7,17.7,1.0
7.0,41.0,-9.7,0.06,-24.8,-24.2,1.0
35.0,42.0,9.2,0.91,-0.7,8.2,0.0
60.0,43.0,4.4,0.2,0.7,1.1,0.0
56.0,44.0,15.3,0.06,5.9,7.1,1.0
55.0,45.0,6.4,0.09,0.5,1.5,1.0
58.0,46.0,21.9,0.5,8.1,12.6,1.0
38.0,47.0,7.8,0.99,-9.3,7.6,1.0
22.0,48.0,9.0,0.97,-6.7,9.1,0.0
26.0,49.0,8.9,0.1,-1.4,-0.9,0.0
31.0,50.0,0.9,0.2,-5.0,-5.3,1.0
16.0,51.0,-9.5,0.1,-24.5,-23.5,1.0
34.0,52.0,2.5,0.96,-2.0,2.3,0.0
44.0,53.0,20.7,0.9,9.1,19.8,0.0
57.0,54.0,5.3,0.9,1.5,4.7,0.0
20.0,55.0,-6.9,0.06,-20.5,-20.3,1.0
40.0,56.0,5.0,0.9,-3.8,4.1,1.0
59.0,57.0,27.5,0.7,9.2,21.9,0.0
11.0,58.0,-5.8,0.97,-16.4,-6.6,0.0
12.0,59.0,-7.2,0.05,-16.1,-15.6,0.0
5.0,60.0,-0.9,0.07,-4.8,-4.7,0.0
5.9,,,,,,
59.0,1.0,27.5,0.7,9.2,21.9,1.0
55.0,2.0,6.4,0.09,0.5,1.5,0.0
46.0,3.0,22.6,0.4,7.2,12.4,0.0
41.0,4.0,20.1,0.95,6.5,19.6,0.0
4.0,5.0,-1.4,0.02,-9.1,-9.0,1.0
20.0,6.0,-6.9,0.06,-20.5,-20.3,1.0
45.0,7.0,8.4,0.07,1.2,1.6,1.0
22.0,8.0,9.0,0.97,-6.7,9.1,0.0
58.0,9.0,21.9,0.5,8.1,12.6,1.0
10.0,10.0,-2.5,0.6,-5.5,-3.6,0.0
18.0,11.0,-1.4,0.93,-4.7,-1.7,1.0
7.0,12.0,-9.7,0.06,-24.8,-24.2,1.0
33.0,13.0,7.7,0.02,-3.1,-3.0,1.0
50.0,14.0,12.8,0.04,4.7,4.9,1.0
12.0,15.0,-7.2,0.05,-16.1,-15.6,1.0
54.0,16.0,22.6,0.3,9.2,11.0,0.0
39.0,17.0,6.5,0.8,-4.8,6.2,0.0
16.0,18.0,-9.5,0.1,-24.5,-23.5,1.0
47.0,19.0,23.4,0.93,7.6,22.1,1.0
60.0,20.0,4.4,0.2,0.7,1.1,1.0
44.0,21.0,20.7,0.9,9.1,19.8,0.0
43.0,22.0,12.0,0.5,2.4,9.0,0.0
28.0,23.0,3.3,0.91,-3.5,2.7,0.0
8.0,24.0,-5.7,0.96,-20.6,-6.4,1.0
5.0,25.0,-0.9,0.07,-4.8,-4.7,1.0
6.0,26.0,-4.7,0.91,-18.1,-6.8,1.0
31.0,27.0,0.9,0.2,-5.0,-5.3,1.0
52.0,28.0,12.3,0.91,1.3,12.1,1.0
17.0,29.0,-2.2,0.92,-11.5,-3.4,0.0
19.0,30.0,-8.6,0.1,-26.5,-26.3,1.0
32.0,31.0,9.9,0.05,-8.7,-7.6,1.0
48.0,32.0,17.2,0.09,5.0,5.9,0.0
35.0,33.0,9.2,0.91,-0.7,8.2,0.0
56.0,34.0,15.3,0.06,5.9,7.1,1.0
57.0,35.0,5.3,0.9,1.5,4.7,0.0
11.0,36.0,-5.8,0.97,-16.4,-6.6,0.0
9.0,37.0,-5.6,0.1,-19.4,-18.1,1.0
26.0,38.0,8.9,0.1,-1.4,-0.9,1.0
14.0,39.0,-6.4,0.2,-22.4,-18.0,1.0
24.0,40.0,1.0,0.93,-7.1,0.6,0.0
37.0,41.0,2.9,0.05,-6.5,-5.7,1.0
